Date,Auto,Capital Goods,Healthcare,Consumer Durables,FMCG,IT,Metal,Oil & Gas,PSU
15-Apr-02,1021.27,813.19,1416.3,731.24,931.2,1692.93,1486.79,1347.09,1556.17
16-Apr-02,1010.57,806.28,1425.5,726.27,900.46,1681.45,1476.98,1340.75,1551.72
17-Apr-02,1011.18,813.18,1432.1,724.9,894.77,1748.73,1478.2,1332.9,1540.87
18-Apr-02,1011.2,819.36,1423.2,730.95,888.05,1764.95,1510.87,1347.61,1557.57
19-Apr-02,1002.28,800.3,1400.58,725.41,879.15,1657.18,1476.15,1327.32,1532.35
22-Apr-02,990.69,791.57,1400.77,722.38,890.69,1674.92,1477.8,1315.46,1519.12
23-Apr-02,994.36,800.83,1402.12,720.64,894.99,1666.02,1484.65,1325.16,1531.66
24-Apr-02,1011.54,809.06,1420.95,734.37,892.96,1669.48,1491.24,1341.05,1549.48
25-Apr-02,1004.98,800.63,1414.3,726.57,883.97,1620.06,1494.3,1311.68,1523.16
26-Apr-02,1009.15,807.95,1411.72,727.95,881.11,1626.69,1478.68,1298.18,1512.53
29-Apr-02,1002.45,805.15,1391.62,729.3,867.89,1572.45,1480.1,1306.85,1523.64
30-Apr-02,1009.87,819.13,1397.69,728.97,873.28,1604.46,1516.1,1359.64,1581.1
02-May-02,1012.87,841.13,1412.1,742.78,876.72,1612.92,1549.74,1380.15,1605.91
03-May-02,1016.18,849.63,1423.64,746.52,878.27,1614.31,1531.18,1363.04,1586.26
06-May-02,1021.27,860.59,1426.72,758.98,878.4,1617.57,1573.82,1370.09,1598.98
07-May-02,1031.03,866.27,1428.42,768.93,892.9,1625.3,1573.69,1370.45,1596.95
08-May-02,1031.89,866.83,1419.35,787.26,898.69,1660.89,1575.97,1361.46,1586.24
09-May-02,1026.91,880.01,1417.18,789.17,905.07,1674.38,1583.84,1384.88,1620.96
10-May-02,1022.32,869.13,1409.2,784.27,896.86,1656.65,1573.18,1392.65,1623.45
13-May-02,1037.84,875.81,1415.01,783.16,896.01,1657.71,1603.93,1386.51,1626.08
14-May-02,1038.17,867.92,1413.01,783.83,886.5,1649.39,1628.88,1380.34,1622.32
15-May-02,1014.07,850.64,1404.81,766.16,882.47,1642.17,1603.12,1394.46,1627.71
16-May-02,1016.79,844.02,1386.51,755.87,874.38,1600.02,1613.27,1433.07,1662.82
17-May-02,999.69,833.1,1376.44,745.17,871.03,1607.99,1598.52,1408.57,1637.6
20-May-02,961.38,825.15,1352.47,723.53,860.78,1564.1,1590.09,1348.27,1594.76
21-May-02,936.3,792.54,1313.92,700.87,844.84,1531.91,1529.78,1317.96,1554.67
22-May-02,942.82,794.05,1311.6,712.28,846.64,1527.18,1544.99,1315.44,1563.8
23-May-02,929.68,778.27,1300.72,708.71,821.08,1518.63,1543.46,1297.68,1549.47
24-May-02,967.52,821.4,1349.21,743.64,857.63,1584.54,1651.74,1316.89,1594.27
27-May-02,967.48,823.67,1341.22,740.23,864.32,1565.83,1763.9,1261.16,1573.88
28-May-02,936.93,797.79,1301.28,728.71,848.06,1504.03,1677.1,1237.29,1532.54
29-May-02,952.68,801.23,1310.68,741.48,834.84,1532.25,1702.29,1273.48,1565.16
30-May-02,943.41,801.75,1306.78,740.51,826.19,1522.28,1721.62,1255.67,1555.03
31-May-02,946.42,794.76,1290.13,738.87,819.68,1496.02,1722.15,1264.03,1559.33
03-Jun-02,957.9,812.17,1303.66,747.51,832.58,1500.11,1847.73,1286.98,1597.64
04-Jun-02,965.09,821.32,1306.11,755.14,852.64,1496.43,1932.78,1268.37,1602.8
05-Jun-02,992.66,842.33,1321.1,777.01,864.69,1529.59,1943.43,1294.45,1623.44
06-Jun-02,998.48,854.71,1308.62,785.79,865.23,1512.14,1910.06,1282.32,1608.71
07-Jun-02,986.26,835.38,1292.25,766.52,857.53,1466.84,1854.03,1261.35,1573.87
10-Jun-02,1021.18,854.17,1323.82,785.74,853.95,1528.59,1880.18,1291.37,1605.22
11-Jun-02,1072.2,880.24,1338.91,802.2,868.55,1573.6,1926.88,1337.98,1659.52
12-Jun-02,1059.21,880.55,1328.76,801.43,866.62,1550.51,1955.19,1348.01,1672.99
13-Jun-02,1068.18,886.19,1339,793.9,851,1547.34,1961.89,1335.01,1661.61
14-Jun-02,1073.33,893.71,1350.28,805.83,854.43,1539.44,1979.24,1333.49,1669.49
17-Jun-02,1073.97,903.92,1357.16,831.63,857.22,1531.76,1985.4,1332.54,1670.39
18-Jun-02,1063.71,890.65,1349.25,832.67,852.51,1485.81,1949.78,1318.28,1645.52
19-Jun-02,1047.42,880.56,1340.73,814.41,840.93,1454.17,1916.43,1309.51,1628.11
20-Jun-02,1055.52,903.84,1327.07,834.95,848.67,1475.14,1896.49,1301.59,1625.82
21-Jun-02,1045.86,899.43,1328.93,851.48,852.03,1460.82,1889.72,1294.39,1613.03
24-Jun-02,1053.34,891.72,1324.44,899.61,845.96,1464.9,1895.53,1286.02,1598.53
25-Jun-02,1054.71,891.46,1320.02,878.99,848.53,1467.12,1916.69,1276.2,1602.01
26-Jun-02,1036.9,875.48,1314.68,848.42,853.2,1427.26,1868.11,1267.41,1582.82
27-Jun-02,1051.16,893.39,1321.45,864.1,851.45,1452.95,1928.37,1277.39,1601.17
28-Jun-02,1065.91,907.91,1323.73,868.03,859.42,1473.77,1954.4,1278.5,1601.3
01-Jul-02,1079.47,935.09,1322.56,883.7,870.56,1489.74,2019.24,1298.05,1636.71
02-Jul-02,1082.62,935.1,1326.03,874.66,869.79,1478.32,2004.56,1291.67,1630.97
03-Jul-02,1091.82,935.94,1327.68,888.76,870.7,1490.91,1992.59,1297.03,1635.9
04-Jul-02,1110.69,944.38,1346.06,883.53,876,1470.76,2025.26,1313.12,1654.76
05-Jul-02,1115.07,961.9,1349.97,913.35,884.55,1482.19,2021.4,1302.6,1644.21
08-Jul-02,1133.09,971.83,1362.48,937.82,883.77,1494.31,2003.94,1306.99,1636.42
09-Jul-02,1126.37,962.03,1354.16,929.14,885.95,1482.1,2021.7,1318.34,1648.9
10-Jul-02,1106.45,943.35,1354.95,929.47,877.16,1444.6,2006.19,1318.58,1642.92
11-Jul-02,1094.85,924.58,1346.36,905.03,879.53,1401.68,2000.61,1302.69,1625.67
12-Jul-02,1096.97,926.14,1352.4,904.02,880.38,1414.82,2007.47,1334.79,1654.43
15-Jul-02,1067.5,911.54,1348.27,867.61,872.79,1389.19,1976.62,1399.01,1699.74
16-Jul-02,1050.65,906.15,1342.41,863.66,861.33,1359.65,1959.69,1345.07,1656.36
17-Jul-02,1032.63,890.85,1337.93,844.4,855.34,1376.4,1929.07,1325.66,1632.29
18-Jul-02,1049.98,907.9,1351.79,863.3,857.22,1391.06,1998.47,1351.98,1670.3
19-Jul-02,1040.74,918.6,1361.45,854.05,851.9,1358.44,2002.74,1331.79,1663.33
22-Jul-02,1014.56,894.62,1312.06,821.27,838.82,1299.81,1945.94,1307.77,1627
23-Jul-02,1021.06,902.47,1327.12,829.82,839.52,1352.53,1969.64,1336.73,1657.84
24-Jul-02,993.96,889.09,1312.74,810.75,826.6,1313.08,1938.32,1317.32,1630.8
25-Jul-02,985.39,895.85,1312.49,807.33,823.45,1307.79,1900.63,1323.28,1627.5
26-Jul-02,942.04,881.1,1293.95,783.82,807.51,1236.05,1803.39,1325.79,1607.04
29-Jul-02,922.68,862.84,1290.01,756.15,806.44,1231.27,1743.09,1314.61,1583.8
30-Jul-02,905.68,851.73,1275.75,731.7,797.92,1195.96,1702.39,1297.98,1556.07
31-Jul-02,898.57,855.7,1264.6,753.28,792.01,1216.08,1716.78,1296.7,1557
01-Aug-02,893.25,850.64,1273.82,747.37,788.21,1206.13,1734.69,1296.41,1556.79
02-Aug-02,895.86,845.35,1275.97,749.1,803.6,1183.35,1721.52,1316.83,1580.56
05-Aug-02,927.52,849.51,1284.52,770.29,813.39,1198.28,1720.68,1309.16,1578.33
06-Aug-02,942.57,859.23,1288.36,776.38,810.88,1213.22,1746.5,1314.2,1591.46
07-Aug-02,943.11,869.67,1290.16,780.22,803.58,1218.15,1766.19,1316.75,1597.71
08-Aug-02,920.47,856.76,1273.9,760.89,789.68,1207.27,1699.54,1297.26,1567.94
09-Aug-02,924.64,870.29,1275.59,772.31,792.75,1236.4,1720.22,1300.7,1578.33
12-Aug-02,942.99,878.6,1276.07,776.54,794.5,1257.98,1758.86,1302.86,1588.83
13-Aug-02,946,879,1280.03,778.6,810.98,1250.8,1771.01,1321.97,1605.38
14-Aug-02,948.64,881.81,1277.12,770.97,815.88,1228.62,1743.91,1347.15,1620.45
16-Aug-02,949.77,877.84,1279,771.12,836.73,1236.51,1745.74,1354.97,1625.21
19-Aug-02,948.01,881.33,1271.55,765.95,827.63,1246.83,1742.17,1375.61,1639.48
20-Aug-02,951.22,879.79,1270.38,770.93,829.25,1307.37,1719.2,1384.42,1640.09
21-Aug-02,941.45,880.68,1273.16,767.59,825.68,1315.95,1720.04,1399.33,1652.37
22-Aug-02,930.55,887.8,1278.64,761.77,821.1,1293.93,1725.99,1376.22,1630.37
23-Aug-02,922.53,887.28,1280.03,763.24,831.13,1330.16,1742.59,1372.63,1626.15
26-Aug-02,925.54,883.59,1287.33,764.65,830.26,1341.6,1744.04,1391.83,1638.49
27-Aug-02,913.5,879.51,1287.89,741.01,830.7,1291.54,1719.97,1384.25,1629.33
28-Aug-02,914.57,877.77,1284.99,742.28,828.76,1299.53,1715.22,1389.9,1631.99
29-Aug-02,907.71,869.09,1285.02,737.61,830.34,1321.75,1680.91,1349.73,1582.68
30-Aug-02,919.3,869.6,1293.61,741.94,849.64,1378.92,1698.92,1352.38,1589.32
02-Sep-02,922.73,877.44,1298.39,747.63,851.66,1386.35,1699.59,1343.96,1568.43
03-Sep-02,924.77,867.59,1297.19,738.12,848.63,1348.26,1690.92,1369.74,1580.94
04-Sep-02,925.62,869.75,1292.9,737.03,848.66,1358.06,1692.28,1377.69,1592.56
05-Sep-02,928.99,865.45,1298.08,739.03,849.59,1365.77,1707.75,1377.82,1592.08
06-Sep-02,924.2,854.75,1287.03,730.45,825.42,1340.95,1655.49,1374.11,1580.41
09-Sep-02,916.63,831.07,1274.96,721.31,822.69,1439.63,1548.69,1277.15,1469.37
11-Sep-02,925.55,831.83,1274.26,724.9,839.07,1423.53,1537.56,1257.76,1454.02
12-Sep-02,920.33,834.57,1272.57,731.64,837.97,1418.21,1584.16,1257.66,1466.34
13-Sep-02,921.14,833.46,1266.7,730.06,829.29,1384.76,1563.96,1253.72,1457.45
16-Sep-02,916.67,819.85,1264.46,722.22,824.62,1372.54,1521.17,1239.33,1423.95
17-Sep-02,910.45,818.73,1265.05,721.38,825.85,1424.75,1528.58,1232.39,1420.12
18-Sep-02,894.67,813.27,1260.64,712.47,822.86,1381.36,1514.98,1225.84,1411.3
19-Sep-02,864.92,808.19,1251.43,704,816.59,1365.15,1487.01,1221.63,1403.91
20-Sep-02,868.73,805.05,1241.04,703.98,810.36,1367.22,1489.96,1231.88,1411.42
23-Sep-02,865.08,808.27,1248.58,691.73,806.98,1359.61,1481.28,1232.96,1409.13
24-Sep-02,868.2,799.93,1255.51,679.56,812.76,1329.8,1483.11,1233.22,1411.37
25-Sep-02,870.94,799.02,1261.27,677.02,809.29,1362.86,1466.02,1236.82,1412.3
26-Sep-02,870.39,797.58,1265.57,682.04,805.2,1371.05,1459.52,1234.19,1409.45
27-Sep-02,887.42,801.67,1264.67,685.02,808.98,1385.11,1465.47,1231.32,1406.74
30-Sep-02,869.62,790.74,1255.43,679.46,799.59,1347.21,1439.04,1207.28,1379.23
01-Oct-02,847.64,784.67,1243.78,668.77,789.68,1347.93,1416.53,1201.07,1370.98
03-Oct-02,830.55,777.91,1237.02,674.87,784.59,1349.25,1433.54,1207.41,1383.62
04-Oct-02,837.33,777.85,1234.6,674.29,788.31,1346.12,1436.13,1203.79,1385.71
07-Oct-02,847.77,797.11,1233.99,681.03,789.7,1340.87,1520.19,1245.21,1445.44
08-Oct-02,856.86,799.13,1237.7,686.13,792.88,1373.59,1542.44,1246.54,1450.5
09-Oct-02,875.99,796.81,1242.33,693.87,791.45,1342.51,1521.11,1241.77,1443.76
10-Oct-02,884.17,792.08,1247.76,686.08,792.29,1370.7,1497.14,1260.16,1459.59
11-Oct-02,880.76,798.93,1250.86,687,792.41,1425.15,1519.22,1294.54,1495.02
14-Oct-02,884.52,793.98,1230.12,686.32,797.19,1430.34,1491.47,1287.86,1479.26
16-Oct-02,873.45,791.98,1207.64,682.55,803.05,1436.6,1481.8,1280.3,1459.54
17-Oct-02,867.37,798.95,1197.8,678.88,805.89,1458.1,1503.73,1279.61,1462.27
18-Oct-02,884.97,802.98,1194.43,678.85,806.46,1461.91,1492.33,1300.49,1484.93
21-Oct-02,882.68,803.37,1185.88,674.82,803.02,1441.03,1493.56,1295.8,1481.41
22-Oct-02,860.62,791.5,1190.71,672.85,801.64,1418.35,1476.92,1254.56,1437.44
23-Oct-02,857.26,783.17,1189.55,672.72,792.89,1408.56,1461.77,1250.44,1437.01
24-Oct-02,862.65,787.59,1180.89,663.21,780.84,1388.99,1456.76,1242.31,1431.52
25-Oct-02,862.21,781.41,1164.74,655.84,766.22,1371.84,1433.89,1227.73,1419.59
28-Oct-02,859.07,778.95,1159.92,652.83,741.51,1351.21,1421.37,1224.37,1421.41
29-Oct-02,869.97,787.41,1155.24,656.43,753.25,1383.08,1447.77,1256.99,1444.55
30-Oct-02,872.16,787.71,1152.52,657.59,761.73,1379.13,1439.7,1274.95,1456.46
31-Oct-02,884.63,778.17,1157.01,669.5,754.54,1380.09,1468.47,1328.58,1460.42
01-Nov-02,900.1,773.1,1150.73,673.48,753.31,1380.97,1482.94,1340.66,1497.5
04-Nov-02,912.99,779.73,1162.49,682.98,760.06,1399.15,1503.87,1347.79,1501.74
05-Nov-02,898.33,775.02,1148.11,676.67,756.48,1423.59,1462.16,1331.23,1478.57
07-Nov-02,894.83,777.24,1145.84,677.88,757.96,1429.5,1430.97,1328.97,1471.15
08-Nov-02,902.1,778.66,1156.97,677.71,749.82,1424.28,1427,1335.33,1477.27
11-Nov-02,899.96,772.97,1161.76,678.23,750.3,1404.11,1423.71,1326.61,1463.76
12-Nov-02,913.45,771.86,1154.77,672.62,751.55,1421.61,1441.52,1336.01,1468.89
13-Nov-02,914.05,773.93,1156.03,676.29,748.31,1441.86,1441.2,1345.85,1478.15
14-Nov-02,910.31,770.03,1162.23,679.88,744.85,1490.6,1434.97,1310.03,1437.69
15-Nov-02,929.92,771.34,1165.79,687.27,749.03,1553.71,1438.89,1310.33,1435.33
18-Nov-02,937.22,781.95,1163.78,688.31,764.32,1527.95,1463.14,1325.19,1452.75
20-Nov-02,945.38,784.33,1159,697.98,762.67,1561.54,1476.76,1296.42,1424.59
21-Nov-02,958.48,791.58,1161.98,697.85,765.41,1598.72,1471.54,1286.17,1406.44
22-Nov-02,967.98,790.71,1166.08,705.32,765.87,1599.56,1476.04,1301.23,1415.71
25-Nov-02,993.25,797.7,1176.78,709.04,774.05,1604.17,1517.39,1320.97,1443.95
26-Nov-02,999.55,798.28,1178.69,709.6,777.26,1608.1,1542.56,1331.8,1452.34
27-Nov-02,986.96,795.2,1177.69,707.57,779.94,1607.71,1537.79,1325.59,1457.04
28-Nov-02,1005.37,800.64,1183.34,714.12,792.74,1654.19,1553.61,1322.86,1453.78
29-Nov-02,1011.79,815.96,1192.9,750.55,792.64,1661.92,1585.11,1332.23,1473.9
02-Dec-02,1018.59,835.58,1210.02,762.61,799.37,1710.35,1645.07,1367.33,1521.52
03-Dec-02,1004.2,830.87,1196.83,735.48,796.96,1672.69,1599.74,1347.76,1496
04-Dec-02,992.61,827.6,1199.22,729.88,795.12,1572.36,1589.61,1349.85,1494.12
05-Dec-02,1003.69,835.65,1195.29,742.44,797.54,1605.49,1607.46,1354.31,1499.1
06-Dec-02,1003.96,848.82,1202.08,744.6,812.94,1638.07,1722.13,1405.14,1586.62
09-Dec-02,991.25,835.22,1198.42,734.85,798.85,1617.9,1638.87,1374.62,1536.74
10-Dec-02,992.54,837.53,1200.14,734.76,813.8,1639.27,1646.18,1379.01,1541.05
11-Dec-02,980,835.49,1197.86,734.17,811.64,1655.36,1636.13,1378.99,1552.69
12-Dec-02,977.56,836.82,1206.79,729.68,814.09,1686.07,1633.79,1380.83,1553.64
13-Dec-02,997.64,843.17,1210.69,734.93,819.12,1681.22,1676.6,1391.39,1571.92
16-Dec-02,993.7,850.52,1213.79,732.82,818.22,1639.74,1653.04,1392.11,1570.58
17-Dec-02,986.32,844.01,1217.54,729.06,812.35,1638.35,1631.29,1384.82,1566.67
18-Dec-02,999.09,841.81,1243.39,728.52,819.3,1631.91,1656.52,1377.61,1577.2
19-Dec-02,1007.77,848.92,1255.61,732.73,820.22,1625.72,1670.91,1368.29,1562.48
20-Dec-02,1006.73,847.34,1246.24,736.06,822.84,1639.85,1674.16,1378.63,1570.58
23-Dec-02,1000.49,848.02,1254.79,726.76,815.83,1621.43,1677.11,1383.14,1575.55
24-Dec-02,997.85,850.59,1258.34,731.21,821.97,1657.45,1689.45,1381.21,1576.91
26-Dec-02,999.41,852.62,1277.38,733.43,824.43,1670.35,1723.96,1393.47,1582.08
27-Dec-02,1014.45,859.53,1280.36,734.58,823.53,1669.18,1739.07,1396.81,1590.19
30-Dec-02,1013.39,864.85,1270.65,729.91,819.65,1677.82,1724.77,1388.41,1572.71
31-Dec-02,1015.62,872.1,1273.82,731.89,819.66,1678.86,1740.2,1390.7,1578.47
01-Jan-03,1011.07,877.42,1285.61,733.57,819.77,1694.76,1752.96,1400.97,1591.88
02-Jan-03,1002.68,874.55,1287.82,729.6,814.82,1668.65,1743.49,1418.5,1613.2
03-Jan-03,1006.99,865.99,1298.86,722.03,820.17,1676.73,1747.46,1407.91,1603.99
06-Jan-03,993.06,865.18,1307.83,715.89,818.78,1684.41,1713.99,1408.84,1594.62
07-Jan-03,983.25,864.85,1311.86,712.87,817.01,1670.97,1707.01,1423.74,1609
08-Jan-03,997.95,880.07,1319.33,715.73,818.8,1682.14,1722.57,1415.33,1603.71
09-Jan-03,1001.63,884.5,1332.42,713.4,822.5,1682.15,1738.46,1455.32,1646.39
10-Jan-03,1000.55,887.34,1336.36,703.79,825.81,1571.13,1725.78,1433.8,1622.94
13-Jan-03,992.45,891.93,1336.41,701.6,824.48,1557.59,1710.79,1424.36,1611.67
14-Jan-03,998.23,891.06,1327.9,703.71,820.75,1601.36,1696.88,1423.42,1607.64
15-Jan-03,998.56,895.12,1336.29,706.39,823.52,1623.89,1693.71,1423.58,1622.75
16-Jan-03,1014.48,901.8,1345.97,716.24,822.14,1623.74,1718.58,1431.05,1636.23
17-Jan-03,1014.61,914.21,1340.27,718.36,819.26,1603.7,1741.56,1435.2,1649.27
20-Jan-03,1006.84,910.08,1333.19,711.94,817.32,1566.71,1750.72,1431.94,1653.16
21-Jan-03,1007.47,914.86,1332.87,705.79,814.14,1551.74,1798.14,1438.06,1676.75
22-Jan-03,1004.8,920.71,1313,703.78,814.81,1568.22,1807.02,1440.23,1667.08
23-Jan-03,999.11,917,1292.73,699.9,816.05,1522.18,1800.14,1438.39,1667.27
24-Jan-03,985.95,912.78,1290.06,685.58,814.42,1483.11,1756.32,1417.67,1641.72
27-Jan-03,977.15,895.78,1271.78,668.7,807.62,1432.45,1725.61,1383.14,1611.3
28-Jan-03,975.06,900.37,1280.2,671.93,804.9,1465.33,1752.66,1391.92,1626.14
29-Jan-03,981.48,890.6,1292.91,677.71,791.34,1440.49,1767.51,1393.37,1644.45
30-Jan-03,982.04,890.44,1284.63,675.94,783.16,1457.08,1765.37,1378.97,1635.49
31-Jan-03,985,891.31,1283.67,675.33,787.47,1464.53,1747.83,1382.29,1624.41
03-Feb-03,991.28,903.44,1282.68,679.75,784.23,1517.44,1790.65,1385.81,1629.99
04-Feb-03,1002.84,914.58,1276.15,679.74,776.74,1508.02,1814.97,1386.9,1646.6
05-Feb-03,994.67,927.37,1271.95,673.99,767.55,1496.13,1818.16,1390.46,1643.49
06-Feb-03,1004.37,947.53,1273.26,676.76,779.33,1529.66,1817.44,1400.05,1664.47
07-Feb-03,1001.06,940.13,1266.4,672.09,775.03,1512.27,1817.16,1392.7,1655.95
10-Feb-03,987.53,939.73,1253.27,667.21,772.86,1475.77,1791.53,1391,1640.82
11-Feb-03,978.32,937.62,1252.52,665.51,777.04,1458.84,1790.18,1396.68,1643.68
12-Feb-03,970.02,934.31,1247.8,663.17,771.2,1447.64,1771.28,1391.24,1638.31
14-Feb-03,953.81,925.01,1237.86,655.63,759.55,1435.78,1732.41,1394.48,1624.76
17-Feb-03,971.75,951.57,1246.79,665.3,768.05,1492.42,1777.01,1416.84,1659.19
18-Feb-03,971.75,963.8,1249.27,664.13,777.26,1479.74,1805.9,1417.87,1671.03
19-Feb-03,983.91,973.09,1253.82,666.28,784.6,1479.19,1811.64,1420.74,1682.21
20-Feb-03,981.48,969.03,1254.5,664.48,788.61,1488.61,1784.29,1422.48,1682.45
21-Feb-03,979.44,972.28,1249.6,665.63,788.1,1478.62,1789.98,1433.48,1686.72
24-Feb-03,982.54,975.39,1251.44,670.57,790.51,1472.45,1791.29,1443.66,1689.26
25-Feb-03,976.42,963.7,1244.92,666.26,784.16,1449.17,1762.8,1430.71,1669.8
26-Feb-03,967.12,973.24,1235.41,662.53,782.52,1432.95,1756.88,1421.82,1656.32
27-Feb-03,980.21,986.3,1231.1,667.31,787.31,1442.15,1792.47,1438.79,1680.15
28-Feb-03,981.98,967.37,1236.64,662.61,786.15,1504,1758.78,1441.4,1660.18
03-Mar-03,980.82,953.75,1248.99,664.2,783.99,1482.81,1747.02,1455.21,1676.25
04-Mar-03,966.92,946.55,1232.24,654.52,780.49,1452.57,1717.93,1443.11,1660.48
05-Mar-03,963.38,947.44,1230.42,647.46,773.61,1460.35,1711.35,1432.42,1648.72
06-Mar-03,958.16,945.11,1232.21,644.59,770.31,1431.13,1682.04,1409.86,1629.1
07-Mar-03,942.54,933.35,1226.03,636.47,767.33,1396.05,1649.82,1390.43,1602.39
10-Mar-03,932.45,916.15,1221.69,623.78,760.91,1387.44,1621.99,1381.37,1584.72
11-Mar-03,941.95,917.29,1221.51,620.93,757.02,1398.12,1640.33,1397.49,1596.4
12-Mar-03,928.38,912.35,1204.17,620.82,751.85,1370.57,1628.74,1382.41,1591.79
13-Mar-03,931.58,912.1,1197.42,617.24,753.33,1379.39,1616.48,1379.16,1586.73
17-Mar-03,931.02,903.18,1190.65,612.84,740.4,1363.46,1602.63,1381.82,1586.84
19-Mar-03,930.07,910.68,1180.54,611.09,745.11,1390.14,1618.92,1384.29,1586.37
20-Mar-03,959.74,932.15,1205.01,612.71,751.75,1437.01,1639.7,1393.29,1596.54
21-Mar-03,960.91,933.27,1208.37,613.05,752.61,1450.44,1662.28,1397.87,1608.73
22-Mar-03,964.89,937.9,1213.19,623.36,755.77,1481.64,1675.25,1395.77,1607.2
24-Mar-03,950.98,927.96,1206.94,615.31,733.53,1436.91,1633.31,1377.6,1591.34
25-Mar-03,943.85,931.32,1207.49,611.31,735.6,1418.31,1628.85,1386.27,1595.96
26-Mar-03,935.58,933.48,1202.11,601.1,740.8,1417.62,1614.12,1382.06,1596.07
27-Mar-03,922.88,930.76,1201.75,599.57,732.35,1406.5,1606.72,1377.05,1596.33
28-Mar-03,912.94,925.4,1191.38,600.2,732.01,1387.01,1592.17,1385.91,1601.21
31-Mar-03,892.3,922.8,1181.41,588.56,718.81,1311.08,1561.47,1367.59,1583.33
01-Apr-03,893.84,928.01,1193.87,593.38,722.4,1320.27,1592.02,1379.61,1599.13
02-Apr-03,905.38,953.03,1202.05,612.5,737.04,1355.04,1625.72,1380.81,1615.47
03-Apr-03,915.29,954.88,1211.55,620.72,738.94,1378.68,1651.28,1399.9,1638.98
04-Apr-03,932.4,970.92,1217.11,631.19,731.67,1393.48,1689.78,1408.54,1655.51
07-Apr-03,943.34,981.91,1233.05,641.83,742.35,1419.42,1727.63,1434.25,1679.11
08-Apr-03,935.81,984.3,1230.15,638.88,731.77,1372.07,1740.58,1427.17,1681.19
09-Apr-03,927.14,982.84,1238.52,633.65,721.67,1349.46,1759.26,1406.04,1671.06
10-Apr-03,926.8,968.31,1251.42,622.76,724.11,1079.74,1717.32,1396.15,1658.79
11-Apr-03,933.98,966.95,1229.28,626.06,725.78,1004.99,1706.07,1409.29,1658.25
15-Apr-03,920.03,975.28,1244.51,627.92,724.37,1060.57,1686.38,1389.91,1648.54
16-Apr-03,922.7,974.41,1232.13,631.42,741.03,1070.9,1702.4,1388.67,1657.04
17-Apr-03,906.36,973.16,1227.31,635.99,728.67,1021.05,1693.11,1377.24,1647.18
21-Apr-03,904.43,990.13,1227.73,639.7,731.8,1041.37,1721.59,1385.04,1663.67
22-Apr-03,906.89,992.23,1222.73,647.66,727.48,1040.5,1726.62,1380.43,1660.77
23-Apr-03,906.97,990.08,1217.3,647.92,719.22,1030.56,1699.71,1368.19,1648.27
24-Apr-03,906.37,989.45,1216.91,645.37,707.46,1041.17,1686.34,1370.22,1643.85
25-Apr-03,915.97,981.03,1223.39,639.34,709.13,1039.98,1655.72,1355.05,1627.2
28-Apr-03,924.77,994.82,1196.73,649.12,720.77,1024.57,1708.19,1365.87,1651.55
29-Apr-03,938.13,990.46,1211.85,649.37,724.3,1013.08,1697.29,1365.15,1639.43
30-Apr-03,937.96,991.32,1217.46,647.18,733.48,999.92,1712.77,1370.55,1650.9
02-May-03,948.62,1004.93,1222,652.08,721.29,1024.1,1727.68,1374.53,1670.45
05-May-03,959.53,1032.47,1230.58,660.01,720.98,1044.14,1758.64,1393.89,1711.57
06-May-03,976.22,1048.35,1234.99,660.47,721.07,1061.96,1779.62,1403,1730.11
07-May-03,980.39,1051.66,1226.71,656.03,722.19,1071.7,1771.99,1412.12,1740.08
08-May-03,973.99,1052.65,1206.23,659.13,718.55,1059.74,1748.96,1393.08,1729.33
09-May-03,977.82,1052.2,1201.42,659.97,717.94,1043.74,1746.72,1393.43,1731.5
12-May-03,996.58,1064.05,1202.5,659.12,722.11,1018.29,1742.06,1416.08,1770.64
13-May-03,1001.07,1067.53,1211.73,659.11,729.94,1042.85,1767.39,1419.21,1777.13
14-May-03,1013.64,1070.61,1222.96,667.49,745.93,1048.8,1798.77,1424.43,1787.47
15-May-03,1018.85,1083.45,1232.84,693.35,747.56,1054.03,1832.42,1458.59,1828.42
16-May-03,1029.45,1112.75,1240.03,701.63,756.59,1086.4,1835.72,1490.23,1858.01
19-May-03,1035.82,1108.15,1234.42,693.23,760.74,1033.94,1846.48,1482.75,1839.13
20-May-03,1044.61,1115.52,1239.45,692.16,761.53,1045.69,1849.84,1522.88,1888.55
21-May-03,1045.77,1125.66,1244.86,695.08,763.27,1007.97,1885.97,1540.58,1918.46
22-May-03,1041.17,1134.14,1245.43,695.7,757.64,973.78,1922.72,1572.46,1960.02
23-May-03,1053.42,1136.46,1259.95,697.72,763.08,962.46,1967.45,1594.99,2009.8
26-May-03,1069.03,1169.81,1272.13,727.32,774.47,951.66,1990.7,1639.92,2062.66
27-May-03,1063.94,1150.61,1261.5,718.65,775.29,946.36,1933.96,1636.1,2044.46
28-May-03,1065.12,1156.9,1272.44,716.37,780.09,988.09,1962.53,1631.64,2055.18
29-May-03,1076.46,1162.5,1284.32,720.7,782.44,983.51,1998.76,1654.06,2083.37
30-May-03,1081.68,1157.76,1305.65,724.67,785.4,966.5,2037.52,1738.18,2156.25
02-Jun-03,1088.17,1153.82,1319.66,738.31,789.5,995.75,2043.46,1749.46,2138.59
03-Jun-03,1084.09,1139.53,1329.66,729.98,777.88,988.14,2082.96,1758.1,2169.34
04-Jun-03,1082.97,1146.46,1342.84,774.58,781.38,1003.07,2091.8,1805.48,2217.81
