DATE,SPOT,FUTURE
11/18/2011,549.9887,536.9335
11/21/2011,533.6593,520.992
11/22/2011,546.4135,533.4437
11/23/2011,540.808,527.9715
11/25/2011,535.0261,522.3273
11/28/2011,545.7418,532.7893
11/29/2011,545.7594,532.8069
11/30/2011,556.7268,543.5145
12-01-2011,553.9472,540.8013
12-02-2011,556.5402,543.3333
12-05-2011,551.1997,538.1209
12-06-2011,551.9006,538.8051
12-07-2011,554.7046,541.5427
12-08-2011,542.8699,529.9889
12-09-2011,546.3549,533.3913
12-12-2011,529.6412,517.0743
12/13/2011,529.3239,516.7647
12/14/2011,501.7767,489.8713
12/15/2011,500.6133,488.7357
12/16/2011,507.2309,495.1963
12/19/2011,503.9908,492.0336
12/20/2011,511.6361,499.4976
12/21/2011,509.5813,497.4916
12/22/2011,508.0891,496.0349
12/23/2011,507.0807,495.0504
12/27/2011,503.1976,491.2598
12/28/2011,489.824,478.2038
12/29/2011,484.3483,472.8583
12/30/2011,493.0093,481.3141
01-03-2012,507.5127,495.4748
01-04-2012,508.7963,496.7282
01-05-2012,511.3727,499.2437
01-06-2012,508.289,496.2333
01-09-2012,506.4889,494.4765
01-10-2012,477.821,503.9114
01-11-2012,518.7818,506.1521
01-12-2012,521.8549,508.9713
01/13/2012,515.5209,502.6197
01/17/2012,524.1561,510.8781
01/18/2012,526.7792,513.435
01/19/2012,525.3229,512.016
01/20/2012,532.2302,518.7487
01/23/2012,538.059,524.431
01/24/2012,533.5491,520.0359
01/25/2012,546.7505,532.9035
01/26/2012,555.7728,541.6979
01/27/2012,557.3043,543.1912
01/30/2012,556.0319,541.9529
01/31/2012,556.4673,542.378
02-01-2012,560.8264,546.6275
02-02-2012,564.6657,550.3703
02-03-2012,558.3451,544.2105
02-06-2012,554.5747,540.5378
02-07-2012,562.0685,547.8431
02-08-2012,556.0128,541.8937
02-09-2012,559.3219,545.0717
02-10-2012,554.2525,540.0844
02/13/2012,554.6653,540.4416
02/14/2012,551.4899,537.3005
02/15/2012,554.2809,540.0212
02/16/2012,554.2099,539.9534
02/17/2012,552.9917,538.768
02/21/2012,565.7391,551.1932
02/22/2012,568.2043,553.5963
02/23/2012,576.9897,562.1572
02/24/2012,573.7197,558.9725
02/27/2012,574.0708,559.3186
02/28/2012,583.6331,568.6369
02/29/2012,554.7258,540.4742
03-01-2012,561.3776,546.9568
03-02-2012,553.9012,539.6742
03-05-2012,549.2131,535.1118
03-06-2012,537.8571,524.0485
03-07-2012,543.8818,529.9197
03-08-2012,548.6072,534.3901
03-09-2012,553.3697,538.8956
03-12-2012,547.4891,533.0402
03/13/2012,546.9003,532.3444
03/14/2012,528.9374,514.741
03/15/2012,535.1101,520.7494
03/16/2012,533.7268,519.4046
03/19/2012,537.9408,523.5096
03/20/2012,528.5869,514.408
03/21/2012,530.9307,516.6904
03/22/2012,525.5739,511.4786
03/23/2012,534.0965,519.774
03/26/2012,541.6741,527.1524
03/27/2012,541.0281,526.525
03/28/2012,531.2956,517.0546
03/29/2012,530.552,516.3322
03/30/2012,536.6402,522.2585
04-02-2012,540.9502,526.4567
04-03-2012,539.7154,525.256
04-04-2012,516.8496,503.0039
04-05-2012,523.4505,509.4291
04-09-2012,526.028,511.9418
04-10-2012,530.8001,516.5397
04-11-2012,530.1341,515.845
04-12-2012,539.0849,524.5071
04/13/2012,529.6994,515.3281
04/16/2012,527.1175,512.7714
04/17/2012,528.6402,514.2539
04/18/2012,525.0874,510.7989
04/19/2012,526.677,512.3463
04/20/2012,526.524,512.1987
04/23/2012,519.6454,505.5106
04/24/2012,523.2341,509.0028
04/25/2012,521.3431,507.1644
04/26/2012,529.1277,514.7384
04/27/2012,530.7088,516.2777
04/30/2012,529.0189,514.6371
05-01-2012,528.2418,513.8825
05-02-2012,525.0699,510.7982
05-03-2012,517.8839,503.8089
05-04-2012,522.0811,507.8934
05-07-2012,519.3752,505.265
05-08-2012,508.4184,494.4997
05-09-2012,505.1552,491.2182
